WBS element,Name,Company code,Profit center (BU),Revenue Type,Direct/Ind./Interco,Countries (End Client),Sales Rep
INT*HRPC_LION_EL_PAY_USA,INTALENT W/ HRPC LION PAYROLL USA,F057,Other (Intalent),,,,
INTALENT*HRPC_NRM_ADMIN,INTALENT W/ HRPC NORTHRIVER AMES ADMIN,F057,Other (Intalent),,,,
INTLT*HRPC_NRM_AMES,INTALENT W/ HRPC NORTHRIVER AMES,F057,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
INT*HRPC_VIARAIL,INTALENT W/ HRPC VIARAIL,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INTLT*HRPC_LION_EL_BENEF,INT W/ HRPC LION ELEC MODULE BENEFITS,F057,Other (Intalent),,,,
INT*HRPC_RESOLUTE,INTALENT W/ HRPC RESOLUTE PROJET,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INTLT*HRPC*COP_SOW_1,INTALENT W/ HRPC COP SOW 1,F057,Other (Intalent),,,,
INT*HRPC*KINECTRICS_AMES,INTALENT W/ HRPC KINECTRICS AMES,F057,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
INT*HRPC*REGINAPOLICE_AM,INTALENT W/ HRPC REGINAPOLICE AMES,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INTLT*HRPC*REGINA_AMES,INTALENT W/ HRPC REGINA AMES,F057,Other (Intalent),AMS,,,
INT*HRPC*TRANSMOUNTAIN,INTALENT W/ HRPC TRANSMOUNTAIN AMES,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INT*HRPC*WELLINGTON_AMES,INTALENT W/ HRPC WELLINGTON AMES,F057,Other (Intalent),AMS,,,
INTLT*HRPC*HALTON_AMES,INTALENT W/ HRPC HALTON AMES,F057,Other (Intalent),AMS,,,
INTLT*HRPC*OEB_AMES,INTALENT W/ HRPC OEB AMES,F057,Other (Intalent),AMS,Intercos North America,Canada,Mathieu
INTALENT*HRPC*WOODBRIDGE,INTALENT W/ HRPC WOODBRIDGE,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INTLT*HRPC_IMPGROUP_AMES,INTALENT W/ HRPC IMPRGROUP AMES,F057,Other (Intalent),AMS,,,
INTALENT*HRPC*NORTHQUEST,INTALENT W/ HRP CANADA NORTHQUEST,F057,Other (Intalent),,,,
INTLT*HRPC*ALPAC_PAYSERV,INTALENT W/ HRPC ALPAC PAYSERVICES,F057,Other (Intalent),AMS,Intercos North America,,
INTALENT*HRPC*PRIMACORP,INTALENT W/ HRPC PRIMACORP,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INTALENT*HRPC*FOX,INTALENT W/ HRPC FOX,F057,Other (Intalent),,,,
INTLT*HRPC_VILLE_LAVAL,INTALENT W/ HRPC VILLE DE LAVAL,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INTALENT*HRPC*IESO,INTALENT W/ HRPC IESO,F057,Other (Intalent),AMS,Intercos North America,Canada,
INTLT*HRPC*PRIMA_ADMIN,INTALENT W/ HRPC PRIMACORP ADMIN,F057,Other (Intalent),,,,
INTLT*HRPC*PRIMA_AMES,INTALENT W/ HRPC PRIMACORP AMES,F057,Other (Intalent),AMS,,,
INTLT*HRPC_ALPAC_AMES,INTALENT W/ HRPC ALPAC AMES,F057,SAP/SF CA,AMS,Intercos North America,,
INTLT*HRPC_BCFSA_AMES,INTALENT W/ HRPC BCFSA AMES,F057,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
INTALENT*HRPC*VIA_TGF,INTALENT W/ HRPC VIA TGF,F057,SAP/SF CA,Project,Direct customer,Canada,Mathieu
INTL*HRPC_AMES_MARTINREA,INTALENT W/ HRPC AMES MARTINREA,F057,Other (Intalent),AMS,,,
INTALENT*HRPC_BSF,INTALENT W/ HRPC BSF,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INTLT*HRPC_ACERA_AMES,INTALENT W/ HRPC ACERA AMES,F057,Other (Intalent),AMS,,,
INTLT*HRPC_INTER_PIPEL,INTALENT W/ HRPC INTERPIPELINE,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INTLT*HRPC_MELOCHE_P1,INTALENT W/ HRPC MELOCHE P1,F057,Workday,Project,Intercos North America,Canada,Mathieu
INTLT*HRPC_MELOCHE_P2,INTALENT W/ HRPC MELOCHE P2,F057,Workday,Project,Intercos North America,Canada,Mathieu
INTLT*HRPC_MELOCHE_P3,INTALENT W/ HRPC MELOCHE P3,F057,Other (Intalent),,,,
INTLT*HRPC_VIARAIL_AMES,INTALENT WORKS HRPC VIARAIL_AMES,F057,Other (Intalent),AMS,,,
INTLT*HRPC_VIARAIL_ADMIN,INTALENT WORKS HRPC VIARAIL_AMES ADMIN,F057,Other (Intalent),,,,
INTLT*HRPC_PRIMACORP_P2,INTALENT W/ HRPC PRIMACORP P2,F057,Other (Intalent),,,,
INTLT*HRPC_BCFSA_PAYROLL,ANTALENT W/ HRPC BCFSA PAYROLL,F057,Other (Intalent),Project,Intercos North America,Canada,Mathieu
INTLT*HRPC_BCFSA_ENHANCE,INTALENT W/ HRPC BCFSA ENHANCEMENTS,F057,Other (Intalent),,,,
INTLT*HRPC_BSF_CR012,INTALENT W/ HRPC BSF CR012,F057,Other (Intalent),Project,Intercos North America,Canada,Mathieu
INTLT*HRPC_BSF_BPO,INTALENT W/ HRPC BSF BPO,F057,BPO,BPO,Intercos North America,Canada,Mathieu
INTALENT*BIHRDY,INTALENT WORKS BIHRDY,F057,Other (Intalent),,,,
INTALENT*BIHRDY_LM,INTALENT WORKS BIHRDY LM,F057,Other (Intalent),,,,
INTALENT*BIHRDY_SITA,INTALENT WORKS BIHRDY SITA,F057,Other (Intalent),,,,
INTALENT*BIHRDY_VALLO,INTALENT WORKS BIHRDY VALLOUREC,F057,Other (Intalent),,,,
INTALENT*BIHRDY_ADMIN,INTALENT WORKS BIHRDY ADMIN,F057,Other (Intalent),Project,Intercos Outside NA,EUROPE,Mathieu
INTALENT*BIHRDY_SALES,INTALENT WORKS BIHRDY SALES,F057,Other (Intalent),,,,
INTALENT*BIHRDY_SIMPLY,INTALENT WORKS BIHRDY SIMPLY,F057,Other (Intalent),,,,
INTALENT*BIHRDY_TRAINING,INTALENT WORKS BIHRDY TRAINING,F057,Other (Intalent),,,,
INTALENT*BIHRDY_APAVE,INTALENT WORKS BIHRDY APAVE,F057,Other (Intalent),,,,
INTALENT*BIHRDY_HRMIND,INTALENT WORKS BIHRDY HRMIND,F057,Other (Intalent),,,,
INTALENT*BIHRDY_ERAMET,INTALENT WORKS BIHRDY ERAMET,F057,Other (Intalent),AMS,,,
INTALENT*BIHRDY_AGAPES,INTALENT WORKS BIHRDY_AGAPES,F057,Other (Intalent),,,,
INTALENT*BIHRDY_HRPATH,INTALENT WORKS BIHRDY_HRPATH,F057,Other (Intalent),,,,
INTALENT*BIHRDY_TRX_DIV,INTALENT VERS BIHRDY TRAVAUX DIVERS,F057,Other (Intalent),,,,
INTALENT*BIHRDY_SLA,INTALENT VERS BIHRDY SLA,F057,Other (Intalent),,,,
INTALENT*BIHRDY_LPCR_REP,INTALENT VERS BIHRDY_LPCR_REP,F057,Other (Intalent),,,,
INTALENT*BIHRDY_LPCR_INT,INTALENT VERS BIHRDY_LPCR_INT,F057,Other (Intalent),,,,
INTLT*BIHRDY_MARIONNAUD,INTLT W/ BIHRDY_MARIONNAUD,F057,Other (Intalent),,,,
INTALENT*BIHRDY*SEW,INTALENT VERS BIHRDY SEW,F057,Other (Intalent),,,,
INTLT*BIHRDY_HRP_DSI,INTALENT VERS BIHRDY HRP DSI,F057,Other (Intalent),,,,
INTALENT*HRP_WD_FRANCE,INTALENT WORKS HR PATH WD FRANCE,F057,Workday,Project,Intercos Outside NA,EUROPE,Mathieu
INTLT*HRP_WD_GAL_PHX,INTALENT w/ HR PATH WD FR GALI - PHX,F057,Workday,,,,
INTLT*HRP_WD_GAL_CONTRAT,INTALENT w/ HR PATH WD FR GALI - Contrat,F057,Workday,,,,
INTLT*HRP_WD_GAL_CR,INTALENT w/ HR PATH WD FR GALI - CR,F057,Workday,,,,
INTLT*HRP_WD_GAL_ADV_COM,INTALENT w/ HR PATH WD FR GALI - ADV INT,F057,Workday,,,,
INTLT*HRP_WD_GAL_INT,INTALENT w/ HR PATH WD FR GALI - INT,F057,Workday,,,,
INTLT*HRP_WD_ORANGE,INTALENT w/ HR PATH WD FR ORANGE TMA,F057,Workday,,,,
INTALENT*HRP_WD_CLUB_MED,INTALENT W/ HR PATH_WD_CLUB_MED,F057,Workday,,,,
INTALENT*HRP_WD_VISIOTAL,INTALENT W/ HR PATH_WD_VISIOTALENT,F057,Workday,,,,
INTALENT*HRP_WD_BIOCODEX,INTALENT W/ HR PATH_WD_BIOCODEX,F057,Workday,,,,
INTALENT*HRP_WD_GAL_SUP,INTALENT W/ HRPATH WD FR GALILEO SUPPORT,F057,Workday,Project,Intercos Outside NA,EUROPE,Mathieu
INTALENT*HRP_WD_DELOITTE,INTALENT W/ HRPATH WD FR DELOITTE,F057,Workday,,,,
INTALENT*HRP_WD_FOREST,INTALENT W/ HRPATH WD FR PETIT FORESTIER,F057,Workday,Project,Intercos Outside NA,EUROPE,Mathieu
INTALENT*HRP_WD_GECINA,INTALENT W/ HRP_WD_FR GECINA,F057,Workday,,,,
INTLT*HRPFR_FRANPRIX_IMP,INTALENT W/ HRPWDFR FRANPRIX_IMPLEM,F057,Other (Intalent),,,,
INTALENT*HRP_WD_LFB,INTALENT W/ HRPWDFR LFB,F057,Workday,,,,
INTLT*WDFR_GALI_TIME_TRA,INTALENT W/ HRPWDFR GALILEO TIME TRACKIN,F057,Workday,,,,
INTLT*HRPWDFR_IPSEN,INTALENT W/ HRPWDFR IPSEN,F057,Workday,,,,
INTLT*HRPFR_WENDEL_SUP,INTALENT W/ HRPWDFR WENDEL SUPPORT,F057,Other (Intalent),,,,
INTLT*HRPFR_BIOCODEX_SUP,INTALENT W/ HRPWDFR BIOCODEX SUP,F057,Other (Intalent),,,,
INTLT*HRPFR_BABILOU,INTALENT W/ HRPFR BABILOU,F057,Other (Intalent),,,,
INTLT*HPFR_BIOCODEX_REC,INTLT W/ HPFR_BIOCODEX_RECRUT,F057,Other (Intalent),,,,
INTALENT*HRPWDFR_VALEO,INTALENT W/ HRPWD FR VALEO PROJET,F057,Workday,,,,
INTALENT*HRPWD_PRESALES,INTALENT W/ HRPWDFR PRESALES,F057,Workday,,,,
INTALENT*HRPWD_IDEX,INTALENT W/ HRPWDFR idex,F057,Workday,,,,
INTALENT*WD_EUREKA_PRO,INTALENT W/ HRPWDFR EUREKA PROJET,F057,Workday,,,,
INTALENT*WD_CAUDALIE_IMP,INTALENT W/ HRPWDFR CAUDALIE IMPLEMENT,F057,Workday,,,,
INTALENT*WD_BABILOU,INTALENT W/ HRPFR BABILOU,F057,Workday,,,,
INTLT*HRPWD_OPNR_PROJ_NB,INTALENT W/ HRPWDFR OPNR PROJ NB PRE PAC,F057,Workday,,,,
INTLT*HRPWD_CAUDALIE_NB,INTALENT W/ HRPWDFR CAUDALIE NB PRE PAC,F057,Workday,,,,
INTALENT*WD_EUREKA_AMS,INTALENT W/ HRPWDFR EUREKA AMS,F057,Workday,,,,
INTALENT*WD_PF_ADV_COMP,INTALENT w/ WD PETIT FORESTIER ADV COMP,F057,Workday,,,,
INTLT*WD_DELOITTE_TMA,INTALENT w/ HR PATH WD FR DELOITTE TMA,F057,Workday,,,,
INTLT*WD_GECINA_TMA,INTALENT w/ HR PATH WD FR GECINA TMA,F057,Workday,,,,
INTLT*WD_IDEX_TMA,INTALENT w/ HR PATH WD FR IDEX TMA,F057,Workday,,,,
INTLT*WD_PETIT_FORESTIER,INTALENT w/ HRP WD PETIT FORESTIER TMA,F057,Workday,,,,
INTLT*WD_WENDEL_TMA,INTALENT w/ HR PATH WD FRANCE WENDEL TMA,F057,Workday,,,,
INTLT*WD_WONDERBOX_TMA,INTALENT w/ HRP WD FR WONDERBOX TMA,F057,Workday,Project,Intercos Outside NA,EUROPE,Mathieu
INTLT*WD_RESIDE_ETUDES,INTALENT w/ HRP WD FR RESIDE ETUDES TMA,F057,Workday,,,,
INTLT*HRP_WD_MONNOYEUR,INTALENT w/ HR PATH WD FR MONNOYEUR,F057,Workday,,,,
INTLT*WD_EURONEXT_ADAPT,INTALENT W/ WD EURONEXT ADAPTIVE,F057,Workday,Project,Intercos Outside NA,EUROPE,Mathieu
INTLT*WD_IDEX_TMA_CR,INTALENT w/ HR PATH WD IDEX TMA CR,F057,Workday,,,,
INTLT*WD_EUREKA_TMA,INTALENT w/ HR PATH WD EUREKA TMA,F057,Workday,,,,
INTLT*WD_CHUBB_FS_AMOA,INTALENT w/ HR PATH WD CHUBB FS AMOA,F057,Workday,,,,
INTLT*WD_BABILOU_TMA,INTALENT w/ HR PATH WD FR BABILOUI TMA,F057,Workday,,,,
INTLT*WD_MDM_TMA,INTALENT w/ HR PATH WD FR MDM TMA,F057,Workday,,,,
INTLT*WD_MSF_TMA,INTALENT w/ HR PATH WD FR MSF TMA,F057,Workday,,,,
INTLT*HRPWD_FLOWBIRD,INTALENT w/ HR PATH WD FR FLOW BIRD,F057,Workday,,,,
INTLT*WD_KONECTA_TMA,INTALENT w/ WD KONECTA TMA CANADA,F057,Workday,,,,
INTLT*HRPWDFR_SATEBA,INTALENT w/ HR PATH WD FR SATEBA,F057,Workday,Project,Intercos Outside NA,EUROPE,Mathieu
INTLT*WD_MONNOYEUR_REGIE,INTALENT w/ HR PATH WD SUPPORT REGIE,F057,Workday,,,,
INTLT*WD_MONNOYEUR_WAVE2,INTALENT w/ HR PATH WD WAVE 2,F057,Workday,,,,
INTLT*WD_KYRIBA,INTALENT W/ HRPWDFR KYRIBA,F057,Workday,Project,Intercos Outside NA,EUROPE,Mathieu
INTALENT*HRPWD_WONDERBOX,INTALENT W/ HRPATH WD WONDERBOX,F057,Workday,Project,Intercos Outside NA,EUROPE,Mathieu
INTLT*HRPWD_INDEPENDENTS,INTALENT w/ HR PATH WD INDEPENDENTS,F057,Workday,Project,Intercos Outside NA,EUROPE,Mathieu
INTLT*WD_MOONGY_ITALIE25,INTALENT w/ HR PATH WD FR MOONGY ITA25,F057,Workday,,,,
INTLT*WD_MOONGY_ALL25,INTALENT w/ HR PATH WD FR MOONG ALL25,F057,Workday,Project,Intercos Outside NA,EUROPE,Mathieu
INTALENT*HRGSYS,INTALENT WORKS HRGSYS,F057,Other (Intalent),,,,
INTALENT*HRGSYS_VISIOTAL,INTALENT w/ HRGSYS VISIOTALENT,F057,Other (Intalent),,,,
INTLT*HRPGSYS_EXCELYA,INTALENT w/ HRGSYS EXCELYA,F057,Other (Intalent),,,,
INTALENT*HRGSYS_DASSAULT,INTALENT W/ HRGSYS_DASSAULT,F057,Other (Intalent),,,,
INTALENT*HRGSYS_L&L_PROD,INTALENT W/ HRGSYS_L&L_PRODUCT,F057,Other (Intalent),,,,
INTLT*HRGSYS_PEOPLESOFT,INTALENT W/ HRGSYS PEOPLESOFT TMA,F057,Other (Intalent),,,,
INTLT*HRGSYS_KLEPIERRE,INTALENT W/ HRGSYS KLEPIERRE HCM CLOUD,F057,Other (Intalent),,,,
INTLT*HRGSYS_KLEPIE_TMA,INTALENT W/ HRGSYS KLEPIERRE TMA,F057,Other (Intalent),,,,
INTLT*HRGSYS_VALEO_TMA,INTALENT W/ HRGSYS valeo TMA,F057,Other (Intalent),,,,
INTLT*HRGSYS_LOUBOUTIN,INTALENT W/ HRGSYS LOUBOUTIN,F057,Other (Intalent),,,,
INTALENT*HRGSYS_NEMERA,INTALENT W/ HRGSYS NEMERA,F057,Other (Intalent),,,,
INTALENT*HRGSYS_SNACKS,INTALENT w/ HRGSYS SNACKS,F057,Other (Intalent),,,,
INTALENT*HRGSYS_SOPREMA,INTALENT w/ HRGSYS SOPREMA,F057,Other (Intalent),,,,
INTALENT*HRGSYS_VAUD,INTALENT w/ HRGSYS VAUD,F057,Other (Intalent),,,,
INTLT*GSYS_AXPLORA_TMA,INTALENT w/ HRGSYS AXPLORA TMA,F057,Other (Intalent),,,,
INTALENT*HRGSYS_REUNION,INTALENT w/ HRGSYS REUNION,F057,Other (Intalent),,,,
INTALENT*HRGSYS_FORM,INTALENT w/ HRGSYS FORMATION,F057,Other (Intalent),,,,
INTALENT*HRGSYS_COMMERCE,INTALENT w/ HRGSYS COMMERCE,F057,Other (Intalent),,,,
INTLT*HRGSYS_UBP_TMA,INTALENT w/ HRGSYS UBP TMA,F057,Other (Intalent),,,,
INTALENT*HRGSYS_SOCOMEC,INTALENT w/ HRGSYS SOCOMEC,F057,Other (Intalent),,,,
INTLT*GSYS*VISIATIV_HCM,INTALENT w/ HRGSYS VISIATIV HCM,F057,Other (Intalent),,,,
INTALENT*HRGSYS_SCOR,INTALENT w/ HRGSYS SCOR,F057,Other (Intalent),,,,
INTALENT*GAIUS_INTERTEK,INTALENT W/ GAIUS_INTERTEK,F057,Other (Intalent),,,,
INTLT*DDGAUS_ELECT_EMPL,INTLT W/ DDGAUS ELECTRANET EMPLOYEE,F057,Other (Intalent),,,,
INTALENT*HRP_ONHR,INTALENT W/ HRP ONHR,F057,Other (Intalent),,,,
INTLT*HRPMEX_SOFTTEK_SUP,INTALENT W/ HRPMEX SOFTTEK SUP,F057,Other (Intalent),,,,
INTLNT*HRPSP_ACCIONA,INTALENT W/ HRPSPAIN ACCIONA,F057,Other (Intalent),,,,
INTALENT*CBL,INTALENT WORKS CBL,F057,Other (Intalent),,,,
INTLNT*CBL*CURIUM_ANA,INTALENT W/ CBL CURIUM ANALYTICS,F057,Other (Intalent),,,,
INTLNT*CBL*VERALLIA_TMA,INTALENT W/ CBL VERALLIA TMA,F057,Other (Intalent),,,,
INTALENT*CBL_CURIUM_BPO,INTALENT W/ CBL CURIUM BPO,F057,BPO,BPO,Intercos Outside NA,EUROPE,Mathieu
INTALENT*CBL_ACC,INTALENT W/ CBL ACC,F057,Other (Intalent),,,,
INTALENT*CBL_PRESALES,INTALENT W/ CBL PRESALES,F057,Other (Intalent),,,,
INTALENT*EXA,INTALENT WORKS EXA,F057,Other (Intalent),,,,
INTLT*EXA_NETJETS_WORK,INTALENT W/ EXASERV NETJETS WORKFORCE,F057,Other (Intalent),,,,
INTLT*HRPUS_TURNER,INTALENT W/ HRP US TURNER,F057,Workforce,Project,Intercos North America,USA,Mathieu
INTLT*EXA*APPLIED_WD_AMS,INTLT*EXA*APPLIED_WD_AMS,F057,Workday,Project,Intercos North America,USA,Mathieu
INTALENT*TIG,INTALENT WORKS TIG,F057,Other (Intalent),,,,
INTLT*TIG*NETJETS_WORK,INTALENT W/ TIG NETJETS WORKFORCE,F057,Other (Intalent),,,,
INTALENT*ALEPH,INTALENT WORKS ALEPH,F057,Other (Intalent),,,,
INLNT*ALEPH_SALES,INTALENT W/ ALEPHTALENT SALES,F057,Other (Intalent),Project,Intercos Outside NA,Canada,Mathieu
INTALENT*HRPATHSOFT,INTALENT WORKS HR PATH SOFTWARE,F057,Other (Intalent),,,,
INTALENT*HRP_SOFT_POWEHR,INTALENT w/ HR PATH SOFT POWEHR,F057,Other (Intalent),,,,
INTLT*SOFT*R&D_REFONTE2,INTALENT w/HRSOFT VIRTUALIA*R&D_REFONTE2,F057,Other (Intalent),,,,
INTALENT*HRP_SOCOMEC,INTALENT W/ HRP SOCOMEC,F057,Other (Intalent),,,,
INT*HRPMEX_LION_EL_BENEF,INTALENT W/ HRPMEX LION ELEC MOD BENEFIT,F057,Other (Intalent),,,,
INT*HRPMEX_RESOLUTE,INTALENT W/ HRPMEX RESOLUTE,F057,Other (Intalent),,,,
INTALENT*GROUPEX,INTALENT W/ GROUPEX,F057,Other (Intalent),,,,
INTLT*GROUPEX_WFS_STAFF,INTALENT W/ GROUPEX WFS_STAFF,F057,Workforce,,,,
INTLNT*WD_SPHEROS_PROJ,INTALENT W/ WD SPHEROS PROJ,F057,Workday,,,,
INTLT*HRP_UK_SHADOW,INTALENT W/ HRP UK SHADOW,F057,Other (Intalent),,,,
INTLT*GAIUS_DE_D&B,INTALENT W/ GAIUS DE D&B,F057,Other (Intalent),,,,
INTLT*INRGY_CASCADES,INTALENT W/ INRGY CASCADES,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INTLT*INRGY_MDC_PAIE,INTALENT W/ INRGY MDC PAIE,F057,Other (Intalent),Project,Intercos North America,Canada,Mathieu
INTLT*3PS_HALMA_PROJ,INTALENT W/ 3PS HALMA PROJECT,F057,Workday,Project,Intercos Outside NA,EUROPE,Mathieu
INTLT*INRGY_LAVAL,INTALENT W/ INRGY VILLE DE LAVAL,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INTLT*INRGY_PITCH_BLACK,INTALENT W/ INRGY PITCH BLACK,F057,SAP/SF CA,Project,Intercos North America,Canada,Mathieu
INT*HPRC*IESO_TIH_PROJ,INT*HPRC*IESO_TIH_PROJECT,F057,Other (Intalent),AMS,Intercos North America,Canada,
INT*HRPC*WLU*ONBOARDING,INT*HRPC*WLU*ONBOARDING,F057,Other (Intalent),AMS,Intercos North America,Canada,Dan Whitmarsh
INTLT*HRPMEX*QUANTUM_ENE,INTALENT W/ HRPMEX QUANTUM ENERGIA,F057,Workday,Project,Intercos North America,LATAM,Mathieu
INTLT*HRPBE_FORVIS2_MAZ,INTALENT W/ HRPBE FORVIS2 MAZ,F057,Other (Intalent),,,,
INTLT*WDFR*PROJ_INTERN,INTALENT W/ WDFR PROJET INTERNE,F057,Workday,,,,
INTLT*F037*BRAMPTON_AMES,INTALENT W/ HRPC BRAMPTON_AMES,F057,Other (Intalent),AMS,Intercos North America,,
INT*3PS_HALMA_PROJ_TIER3,INTALENT W/ 3PS HALMA PROJECT TIER3,F057,Other (Intalent),,,,
INTLT*3PS_HALMA_PROJ_NB,INTALENT W/ 3PLUS HALMA PROJECT NB,F057,Other (Intalent),,,,
INTLT*WD_MONNOYEUR_WAVE3,INTALENT W/ WDFR MONNOYEUR WAVE 3,F057,Workday,,,,
F057*F037*MELOCHE WDP2,F057*F037*Meloche WDP2,F057,Workday,,Intercos North America,,
F057*F037*MELOCHE AMS,F057*F037*Meloche AMS,F057,Workday,AMS,Intercos North America,Canada,0
INTLT*INRGY_CDS_AMS_SUPP,INTLT*INRGY Cirque Du Soleil_AMS_SUPP,F057,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
INTLT*INRGY_MET_IMPLEM,INTLT*INRGY_Metro Richelieu Implem,F057,SAP/SF CA,AMS,Intercos North America,Canada,Mathieu
F057*F095*VINCI*PAYAUDIT,F057*F095*VINCI*PAYAUDIT,F057,SAP/SF CA,Project,Intercos North America,Canada,0
F057*F037*UFA*STORYRPRT,F057*F037*UFA*StoryRprt,F057,Other (Intalent),,Intercos North America,,Dan Whitmarsh
INTLT*HRP_INTERNAL_WORK,INTLT*HRP_INTERNAL_WORK,F057,Other (Intalent),,,,
F057*F095* DOL*AMS SF Y2,F057*F095* DOL*AMS SF Y2,F057,SAP/SF CA,,Intercos North America,,
F057*F037*IESO*ADMIN_AMS,F057*F037*IESO*ADMIN_AMS,F057,Other (Intalent),AMS,Intercos North America,Canada,
F057*F037*ESFOX*ADMIN_AM,F057*F037*ESFOX*ADMIN_AM,F057,SAP/SF CA,Project,Intercos North America,Canada,
F057*F037*IESO*AMES,F057*F037*IESO*AMES,F057,SAP/SF CA,AMS,Intercos North America,Canada,
F057*F037*PCL*STAFFAUG,F057*F037*PCL*StaffAUG,F057,Other (Intalent),,Intercos North America,,
F057*F095*CDS*AMS WFS,F057*F095*CDS*AMS WFS,F057,Workforce,,Intercos North America,,
F057*F095*CDS*AMS SF,F057*F095*CDS*AMS SF,F057,SAP/SF CA,,Intercos North America,,
F057*F037*CITYKITCH*AMS,F057*F037*CityKitch*AMS,F057,Other (Intalent),,Intercos North America,,
F057*F037*CITY OF REGINA,F057*F037*CITY OF REGINA,F057,Other (Intalent),,Intercos North America,,
F057*F095*DOL*BPO*PY SUP,F057*F095*DOL*BPO*PY sup,F057,SAP/SF CA,,Intercos North America,,
F057*F095*VTR  SAPSF,F057*F095*VTR  SAPSF,F057,SAP/SF CA,Project,Intercos North America,Canada,Patrice B.
F057*F003*SATEBA,F057*F003*SATEBA,F057,SAP/SF CA,,Intercos Outside NA,,
F057*F077*FGI*AGILEROBOT,F057*F077*FGI*AGILEROBOT,F057,Workday,,Intercos Outside NA,,
FUELCELL*ONBOARDING_PRO,FUEL CELL ONBOARDING PROJECT,F055,SAP/SF US,,,,
GAP*WD_MIGRATION,GAP WORKDAY MIGRATION,F055,Workday,,,,
INTER_PIPEL*HRPC_PROJECT,HRP CANADA INTER PIPELINE PROJECT,F037,SAP/SF CA,Project,Direct customer,Canada,
INV_QUEBEC*CARR_SUPPORT,IINTALENT NV_QUEBEC SITES CARR_SUPPORT,F057,Other (Intalent),,,,
IVI_AMERICA*INTALENT,IVI America LLC - IN TALENT,F057,Other (Intalent),AMS,,,
GCC*SUPPORT,GCC GCC Fieldglass integration,F079,TIG,Staff Aug.,Direct customer,USA,0
JACQUES_CA*SAP_SUPPORT,AVENUE HR JACQUES CARTIER SAP SUPPORT,F037,SAP/SF CA,,,,
GENESIS&COMP*PROJECT,EXASERV US GENESIS & COMP PROJECT,F055,SAP/SF US,,,,
GENESIS*AMS,EXASERV US GENESIS AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
GENESIS*CONTIGENT_PROJ,EXASERV US GENESIS COMTINGENT PROJECT,F055,SAP/SF US,,,,
GENTHERM*SUPPORT,Gentherm SuccessFactors Support Services,F079,TIG,Staff Aug.,Direct customer,USA,0
GLOBAL_IND*ONB_2.0,GLOBAL_INDUSTRIAL ONBOARDING 2.0,F055,SAP/SF US,Project,Direct customer,USA,0
GLOBAL_IND*PMGM_PROJECT,GLOBAL_IND*PMGM_PROJECT,F055,SAP/SF US,,,,
GPC*EC PAYROLL,GPC*EC Payroll,F055,SAP/SF US,,,,
GQR*PROJECT,GQR*PROJECT,F055,Workday,Project,Direct customer,USA,0
GRACE*EXASERV_S4_HANA,GRACE_KEN - S4 - HANA - Project,F055,SAP/SF US,,,,
GRACE_KEN*ADD_SUPPORT,GRACE_KEN - GRK1009 - Additional Suppo,F055,SAP/SF US,AMS,Direct customer,USA,0
GRACE_KEN*EXA_CPI_BT,GRACE_KEN EXASERV CPI BT,F055,SAP/SF US,Project,Direct customer,USA,0
GRACE_KEN*EXA_SUPPORT,TIG EXASERV GRACE_KEN ADD SUPPORT,F079,TIG,Staff Aug.,,USA,
GRACE_KEN*ONB_PROJECT,EXASERV GRACE_KENNEDY ONB_PROJECT,F055,SAP/SF US,,,,
GRACE_KEN*UK_EC_PMGM,EXASERV GRACE_KENNEDY UK_EC_PMGM,F055,SAP/SF US,,,,
GRAHAM*AE_ECP,GRAHAM*AE_ECP,F055,SAP/SF US,,,,
GRAHAM*AMS,GRAHAM PACKAGING AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
JTI*COACHING,INTALENT JTI COACHING,F057,Other (Intalent),,,,
GRAHAM*EXASERV_SUPPORT,TIG Graham SAP HR Payroll services,F079,TIG,Staff Aug.,,USA,
KGS*HRPC*PROJECT,HRP CANADA  KGS PROJECT,F037,SAP/SF CA,Project,Direct customer,Canada,Fredo
KGS*POSITION_MGNT_DESIGN,HRP C KGS Position Management Design,F037,SAP/SF CA,,,,
KINECTRICS*AMES,HRP CANADA KINECTRICS AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
KINECTRICS*SF,HRP CANADA KINECTRICS SF,F037,SAP/SF CA,,,,
