Project definition,WBS element,Name,Profit center (BU),Company code,Company name,Revenue Type,Countries (End Client),Prov/State (End Client),Direct/Ind./Interco,Client Type (Sales Commissions),Sales Rep,% Commission,T&M / FIXED,Currency,Backlog/Pipeline,%,Amount in local currency,Posting Date,Scenario
HRP_CANADA*WORK,F037*F086*ARK*US_WAVE1,Aramark US Wave 1 WFS SOW 1,Workforce,F037,HR Path Canada Inc.,Staff Aug.,Canada,ON,Intercos North America,Existing Services,Fredo,,T&M,CAD,Backlog,,26906.27,2025-11-01,Actual
HRP_CANADA*WORK,F037*F086*AES_SOW3,ASRC Energy Services:Alaska WFS AMS SOW,SAP/SF CA,F037,HR Path Canada Inc.,,,,Intercos North America,,,,,CAD,Backlog,,383.72,2025-11-01,Actual
HRP_CANADA*WORK,F037*F086*BEM_SOW6,Bemis Manufacturing Company:Bemis WFS SO,SAP/SF CA,F037,HR Path Canada Inc.,,,,Intercos North America,,,,,CAD,Backlog,,425.4,2025-11-01,Actual
HRP_CANADA*WORK,F037*F086*CRN*UKG_BUCK,Corning UKG Buckeye,UKG,F037,HR Path Canada Inc.,Staff Aug.,Canada,ON,Intercos North America,Existing Services,Fredo,,T&M,CAD,Backlog,,6470.5,2025-11-01,Actual
HRP_CANADA*WORK,F037*F086*DUQ*AMS_SOW3,Duquesne Light Company:DLC WFS AMS - SOW,Workforce,F037,HR Path Canada Inc.,Staff Aug.,Canada,ON,Intercos North America,Existing Services,Fredo,,T&M,CAD,Backlog,,5530.14,2025-11-01,Actual
HRP_CANADA*WORK,F037*F086*BASIN_SOW1,Phoenix Business Consulting:Basin (Phoen,SAP/SF CA,F037,HR Path Canada Inc.,,,,Intercos North America,,,,,CAD,Backlog,,2567.94,2025-11-01,Actual
HRP_CANADA*WORK,F037*F086*MDX_COUNTY,UKG Kronos Systems (USD):Middlesex Count,Workforce,F037,HR Path Canada Inc.,Staff Aug.,Canada,ON,Intercos North America,Existing Services,Fredo,,T&M,CAD,Backlog,,9017.4,2025-11-01,Actual
HRP_CANADA*WORK,F037*F086*VWAMS2526,F037*F086*VWAMS2526,Workforce,F037,HR Path Canada Inc.,Staff Aug.,Canada,ON,Intercos North America,Existing Services,Fredo,,T&M,CAD,Backlog,,694.47,2025-11-01,Actual
HRP_CANADA*WORK,F037*F055*SIMPLOT*AMS SF,F037*F055*Simplot*AMS SF,SAP/SF CA,F037,HR Path Canada Inc.,,,,Intercos North America,,,,,CAD,Backlog,,1411.36,2025-11-01,Actual
HRP_CANADA*WORK,F037*F055*AGWEST*AMS SF,F037*F055*AGWEST*AMS SF,SAP/SF CA,F037,HR Path Canada Inc.,,,,Intercos North America,,,,,CAD,Backlog,,72.59,2025-11-01,Actual
HRP_CANADA*WORK,F037*F086*UKGUS*FRIESENS,F037*F086*UKGUS*FRIESENS,UKG,F037,HR Path Canada Inc.,,,,Intercos North America,,,,,CAD,Backlog,,137.67,2025-11-01,Actual
HRP_CANADA*WORK,F037*F055*HAWORTH*WFS,F037*F055*Haworth*WFS,Workforce,F037,HR Path Canada Inc.,,,,Intercos North America,,,,,CAD,Backlog,,43.41,2025-11-01,Actual
FUELCELL*EXASERV,FUELCELL*AMS,FUEL CELL AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,9950.94,2025-11-01,Actual
IESO,IESO*AMES,HRPC IESO AMS,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,3310.0,2025-11-01,Actual
IMP*HRPC,IMP*LIC_SF,HRPC IMP LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,NS,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,14037.22,2025-11-01,Actual
IMPGROUP*HRPC,IMPGROUP*HRPC*AMES,HRPC IMPGROUP AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1800.0,2025-11-01,Actual
INFRASTRUC*HRPC,INFRASTRUC*ON_AMES,Infrastructure Ontario,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,2625.0,2025-11-01,Actual
INRGY-GL*NB,INRGY-GL*ADMIN,IN-RGY GLOBAL ADMIN (NON-BILLABLE),Admin,F094,IN-RGY GLOBAL CONSULTING,,,,Intercos North America,,,,,CAD,Backlog,,62479.0,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*HRPC_SASKPOWER_AM,INTLT W/ HRPC_SASKPOWER_AMES,SAP/SF CA,F057,In Talent Solutions,AMS,Canada,ON,Intercos North America,0,,,0,CAD,Backlog,,3786.9,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*HRPC*IMPGROUP_AMES,INTALENT W/ HRPC IMPGROUP AMES,Other (Intalent),F057,In Talent Solutions,AMS,Canada,ON,Intercos North America,0,Mathieu,,0,CAD,Backlog,,477.77,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*HRPC_NRM_AMES,INTALENT W/ HRPC NORTHRIVER AMES,SAP/SF CA,F057,In Talent Solutions,AMS,Canada,ON,Intercos North America,0,Mathieu,,0,CAD,Backlog,,1742.1,2025-11-01,Actual
INTALENT*TRAVAUX,INT*HRPC_RESOLUTE,INTALENT W/ HRPC RESOLUTE PROJET,SAP/SF CA,F057,In Talent Solutions,Project,Canada,ON,Intercos North America,0,Mathieu,,0,CAD,Backlog,,12885.43,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*HRPC_BCFSA_AMES,INTALENT W/ HRPC BCFSA AMES,SAP/SF CA,F057,In Talent Solutions,AMS,Canada,ON,Intercos North America,0,Mathieu,,0,CAD,Backlog,,3583.27,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*HRPC_INTER_PIPEL,INTALENT W/ HRPC INTERPIPELINE,SAP/SF CA,F057,In Talent Solutions,Project,Canada,ON,Intercos North America,0,Mathieu,,0,CAD,Backlog,,662.71,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*HRPC_MELOCHE_P2,INTALENT W/ HRPC MELOCHE P2,Workday,F057,In Talent Solutions,Project,Canada,ON,Intercos North America,0,Mathieu,,0,CAD,Backlog,,4807.61,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*HRPC_BCFSA_PAYROLL,ANTALENT W/ HRPC BCFSA PAYROLL,Other (Intalent),F057,In Talent Solutions,Project,Canada,ON,Intercos North America,0,Mathieu,,0,CAD,Backlog,,3901.8,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*HRPC_BSF_BPO,INTALENT W/ HRPC BSF BPO,BPO,F057,In Talent Solutions,BPO,Canada,ON,Intercos North America,0,Mathieu,,0,CAD,Backlog,,716.65,2025-11-01,Actual
INTALENT*TRAVAUX,INTALENT*BIHRDY_ADMIN,INTALENT WORKS BIHRDY ADMIN,Other (Intalent),F057,In Talent Solutions,Project,EUROPE,EUROPE,Intercos Outside NA,0,Mathieu,,0,CAD,Backlog,,2446.4,2025-11-01,Actual
INTALENT*TRAVAUX,INTALENT*HRP_WD_FOREST,INTALENT W/ HRPATH WD FR PETIT FORESTIER,Workday,F057,In Talent Solutions,Project,EUROPE,EUROPE,Intercos Outside NA,0,Mathieu,,0,CAD,Backlog,,744.09,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*WD_EURONEXT_ADAPT,INTALENT W/ WD EURONEXT ADAPTIVE,Workday,F057,In Talent Solutions,Project,EUROPE,EUROPE,Intercos Outside NA,0,Mathieu,,0,CAD,Backlog,,8793.76,2025-11-01,Actual
INTALENT*TRAVAUX,INTALENT*CBL_CURIUM_BPO,INTALENT W/ CBL CURIUM BPO,BPO,F057,In Talent Solutions,BPO,EUROPE,EUROPE,Intercos Outside NA,0,Mathieu,,0,CAD,Backlog,,117.58,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*HRPUS_TURNER,INTALENT W/ HRP US TURNER,Workforce,F057,In Talent Solutions,Project,USA,US (all states),Intercos North America,0,Mathieu,,0,CAD,Backlog,,19975.06,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*INRGY_LAVAL,INTALENT W/ INRGY VILLE DE LAVAL,SAP/SF CA,F057,In Talent Solutions,Project,Canada,QC,Intercos North America,0,Mathieu,,0,CAD,Backlog,,2177.48,2025-11-01,Actual
INTALENT*TRAVAUX,F057*F037*MELOCHE AMS,F057*F037*Meloche AMS,Workday,F057,In Talent Solutions,AMS,Canada,ON,Intercos North America,0,0,,0,CAD,Backlog,,282.8,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*INRGY_MET_IMPLEM,INTLT*INRGY_Metro Richelieu Implem,SAP/SF CA,F057,In Talent Solutions,AMS,Canada,Canada,Intercos North America,0,Mathieu,,0,CAD,Backlog,,757.38,2025-11-01,Actual
INTALENT*TRAVAUX,F057*F095*VINCI*PAYAUDIT,F057*F095*VINCI*PAYAUDIT,SAP/SF CA,F057,In Talent Solutions,Project,Canada,QC,Intercos North America,0,0,,0,CAD,Backlog,,1412.25,2025-11-01,Actual
INTALENT*TRAVAUX,INTLT*HRP_INTERNAL_WORK,INTLT*HRP_INTERNAL_WORK,Other (Intalent),F057,In Talent Solutions,,,,,,,,,CAD,Backlog,,4892.73,2025-11-01,Actual
INTALENT*TRAVAUX,F057*F037*IESO*AMES,F057*F037*IESO*AMES,SAP/SF CA,F057,In Talent Solutions,AMS,Canada,ON,Intercos North America,,,,,CAD,Backlog,,189.35,2025-11-01,Actual
INTALENT*TRAVAUX,F057*F037*PCL*STAFFAUG,F057*F037*PCL*StaffAUG,Other (Intalent),F057,In Talent Solutions,,,,Intercos North America,,,,,CAD,Backlog,,7763.15,2025-11-01,Actual
GLOBAL_IND*EXASERV_INC,GLOBAL_IND*ONB_2.0,GLOBAL_INDUSTRIAL ONBOARDING 2.0,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,8000.0,2025-11-01,Actual
GQR*EXA,GQR*PROJECT,GQR*PROJECT,Workday,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,17324.67,2025-11-01,Actual
GRACE*EXASERV_INC,GRACE_KEN*ADD_SUPPORT,GRACE_KEN - GRK1009 - Additional Suppo,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,3654.73,2025-11-01,Actual
GRACE*EXASERV_INC,GRACE_KEN*EXA_CPI_BT,GRACE_KEN EXASERV CPI BT,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,10187.83,2025-11-01,Actual
GRAHAM_PACKAGING,GRAHAM*AMS,GRAHAM PACKAGING AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,6240.0,2025-11-01,Actual
KGS*HRPC*PROJECT,KGS*HRPC*PROJECT,HRP CANADA  KGS PROJECT,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,13180.27,2025-11-01,Actual
KINECTRICS,KINECTRICS*AMES,HRP CANADA KINECTRICS AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,1200.0,2025-11-01,Actual
KINECTRICS,KINECTRICS*LIC_SF,HRP CANADA KINECTRICS LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,6081.41,2025-11-01,Actual
LECLERC*HRP_CANADA,HRP_CAN*LECLERC_AMES,LECLERC AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,QC,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,2925.0,2025-11-01,Actual
LETHBRIDGE*INTALENT,INTALENT*LETHBRIDGE_LIC,INTALENT*LETHBRIDGE_LICENCE,Other (Intalent),F057,In Talent Solutions,Licence,,,,,,,,CAD,Backlog,,23701.29,2025-11-01,Actual
LION_ELECTRIC*HRP_CANADA,LION*LIC_SF,LION SUCCESSFACTORS LICENSES,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,-5000.0,2025-11-01,Actual
LONDONHYDRO,LONDONHYDRO*AMES,AVENUE HR LONDONHYDRO AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,0,0,0,0,0,,0,CAD,Backlog,,1350.0,2025-11-01,Actual
LOOKOUTSOCIETY*HRPC,LOOKOUTSTY*HRPC_AMES,HRP CANADA LOOKOUTSOCIETY AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,11007.5,2025-11-01,Actual
LSC*HRPC,LSC*HRPC_AMES,HRP CANADA LSC AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,495.0,2025-11-01,Actual
WT_PROJECTS*EXASERV_INC,GREAT_LAKE_CHEESES_WFM,GREAT_LAKE_CHEESES_WFM PROJECT,Workforce,F055,HRPATH USA,,,,,,,,,USD,Backlog,,58084.73,2025-11-01,Actual
GROWMARK*EXASERV_INC,GROWMARK_SUPPORT,EXASERV US GROWMARK SUPPORT PROJECT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,180.0,2025-11-01,Actual
MARTINREA,MARTINREA*AMES,AVENUE HR MARTINREA AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,5000.0,2025-11-01,Actual
MARTINREA,MARTINREA*TRESS_INIT,AVHRC MARTINREA TRESS INIT,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,520.0,2025-11-01,Actual
MELOCHE*HRPC,MELOCHE*AMS WORKDAY,Meloche*AMS workday,Workday,F037,HR Path Canada Inc.,AMS,Canada,QC,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,4370.0,2025-11-01,Actual
MELOCHE*HRPC,MELOCHE*HRPC_P2,MELOCHE*HRPC_P2,Workday,F037,HR Path Canada Inc.,AMS,Canada,QC,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,23330.88,2025-11-01,Actual
MELOCHE*HRPC,MELOCHE*HRPC_P3,MELOCHE*HRPC_P3,Workday,F037,HR Path Canada Inc.,AMS,Canada,QC,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,17675.43,2025-11-01,Actual
HAWORTH*EXASERV_INC,HAWORTH*ACT_PROJECT,Haworth:ACT PROJECT,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,-34015.62,2025-11-01,Actual
HAWORTH*EXASERV_INC,HAWORTH*AMS_SUPPORT,Haworth:HAW400 - AMS SF Support,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,2795.0,2025-11-01,Actual
HAYDON*EXASERV_INC,HAYDON*NUBO_IMPLEM,EXASERV US HAYDON NUBO IMPLEM,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,-19570.81,2025-11-01,Actual
NDI*HRPC,NDI*HRPC*LIC_SF,NDI HRPC LICENCE SF,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,3574.08,2025-11-01,Actual
TIG*HILMAR,HILMAR*PI/PO,Hilmar Migration of PI/PO Integrations,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,22080.0,2025-11-01,Actual
NORQUEST*HRPC,NORQUEST*HRPC*LIC_SF,NORQUEST HRPC LICENCE SF,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,4740.0,2025-11-01,Actual
NRM,NRM*AMES,NRM AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,15640.0,2025-11-01,Actual
ONTARIO_ENERGY*AVHR,AVHR*OEB_LIC_SF,AVHR ONTARIO ENERGY BOARD LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,3446.39,2025-11-01,Actual
OTTAWA_COMMUN*INTALENT,OTTAWA_COMMUN*SUPPORT_2,INTALENT OTTAWA_COMMUN*SUPPORT,Other (Intalent),F057,In Talent Solutions,AMS,Canada,QC,Direct customer,0,Mathieu,,0,CAD,Backlog,,144.0,2025-11-01,Actual
PCL_CONSTRUCTOR,PCL_CONST*SF_SUPPORT,PCL_CONSTRUCTOR  SF SUPPORT,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,-26710.5,2025-11-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*BLOUNT*AMS,HRPUS*BLOUNT*AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,8641.26,2025-11-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*BWXT_AMS,HRPUS*BWXT_AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,3915.0,2025-11-01,Actual
PJCC*HRP_CANADA,HRP_CAN*PJCCI_AMES,HRP CANADA PJCCI AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,,,,,,,,CAD,Backlog,,982.5,2025-11-01,Actual
PJCC*HRP_CANADA,HRP_CAN*PJCCI_LIC_SF,HRP CANADA PJCCI LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,QC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,2611.87,2025-11-01,Actual
PRIMACORP*HRPC,PRIMACORP*HRPC*LIC,HRPC PRIMACORP SF LICENCES,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,AB,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,18955.58,2025-11-01,Actual
PROCOM*EXASERV_INC,PROCOM*PWC,PROCOM - PWC,SAP/SF CA,F037,HR Path Canada Inc.,Staff Aug.,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,2645.5,2025-11-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*FORDDIRECT_AMS,HRP US FORDDIRECT AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,1089.88,2025-11-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*HERSHEY_AMS,HRPUS*HERSHEY_AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,36647.0,2025-11-01,Actual
RECONNECT,RECONNECT*LIC_SF,RECONNECT LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,3573.64,2025-11-01,Actual
REGINA,REGINA_CITY*AMES,HRP CANADA REGINA_CITY AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,SK,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,6225.0,2025-11-01,Actual
REGINA,REGINA_POLICE*AMES,HRP CANADA REGINA_POLICE AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,SK,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,585.0,2025-11-01,Actual
REGINA,REGINA_CITY*LIC_SF,HRP CANADA REGINA_CITY SF LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,SK,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,6503.58,2025-11-01,Actual
REGINA,REGINA_POLICE*LIC_SF,HRP CANADA REGINA_POLICE LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,SK,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,3755.0,2025-11-01,Actual
RICHMOND_CITY*HRPC,RICHMOND_C*HRPC*LICENSES,HRP CANADA RICHMOND CITY LICENSES,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,BC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,741.8,2025-11-01,Actual
RICHMOND_CITY*HRPC,RICHMOND_CITY*HRPC*AMES,RICHMOND_CITY*HRPC*AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,,,,,,,,CAD,Backlog,,1500.0,2025-11-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*HOLLYFRONTIER_AMS,HRPUS*HOLLYFRONTIER_AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,1032.0,2025-11-01,Actual
RMWB*HRPC,RMWB*HRPC_IMPL,HRPC RMWB IMPLEMENTATION,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,ON,Direct customer,Existing Services,Kateryna Voitukhova 2%,,T&M,CAD,Backlog,,12682.5,2025-11-01,Actual
EXASERV_US*WORKS,HRPUS*HRP*KOKI_PROJECT,HRPUS*HRP*KOKI_PROJECT,Workforce,F055,HRPATH USA,Project,EUROPE,0,Intercos Outside NA,0,0,,0,USD,Backlog,,5301.75,2025-11-01,Actual
SASKATOON_CITY*HRPC,SASKATOON_C*HRPC*PHASE1,HRP CANADA SASKATOON PHASE 1,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,SK,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,2740.0,2025-11-01,Actual
SASKPOWER*HRPC,SASKPOWER*AMES,HRP CANADA SASKPOWER AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,SK,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,18000.0,2025-11-01,Actual
EXASERV_US*WORKS,HRPUS*HRPBE_FEBELCO_SUP,HRP US w/ HRP BE FEBLECO ADD SUPPORT,SAP/SF US,F055,HRPATH USA,Project,EUROPE,0,Intercos Outside NA,0,0,,0,USD,Backlog,,272.46,2025-11-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*LYONDELL_ONBRD 2.0,HRPUS*LYONDELL_ONBOARD 2.0,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,34960.82,2025-11-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*LYONDELL_ONBRD2_TM,HRPUS*LYONDELL_ONBOARD 2.0 T&M,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,1500.0,2025-11-01,Actual
SEAWAY*HRPC,SEAWAY*HRPC*AMES,HRP CANADA HRPC AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,525.0,2025-11-01,Actual
WT_PROJECTS*EXASERV_INC,HRPUS*SPX_BCD_INT,HRP US SPX BCD INTEGRATION,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,2137.5,2025-11-01,Actual
TIG*HUBBELL,HUBBELL*SUPPORT,TIG HUBBELL SUPPORT,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,26825.0,2025-11-01,Actual
INGLES*EXASERV_INC,INGLES*EXA*AMS,EXASERV US INGLES AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,5277.25,2025-11-01,Actual
JAMAICA_BROILERS*EXA,JAMAICA_BROILERS*AMS,EXA JAMAICA BROILERS AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,700.0,2025-11-01,Actual
JANUS*EXASERV_INC,JANUS*AMS_SUPPORT,Janus Capital M LLC:JCM100  -AMS Suppor,SAP/SF US,F055,HRPATH USA,AMS,,,,,,,,USD,Backlog,,24821.25,2025-11-01,Actual
TIG*JOHN_DEERE,JOHN_DEERE*SUPPORT,TIG JOHN DEERE ONBOARDING PROJECT,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,13500.0,2025-11-01,Actual
WT_PROJECTS*EXASERV_INC,KEYENCE_ONB_2.0,EXASERV KEYENCE Onboarding 2.0,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,17681.02,2025-11-01,Actual
LUCID*EXASERV_INC,LUCID*EXA*PROJECT,EXA LUCID PROJECT,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,18600.0,2025-11-01,Actual
LUCID*EXASERV_INC,LUCID*EXA_MSS_PROJECT,EXA LUCID MSS PROJECT,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,2808.26,2025-11-01,Actual
LUCID*EXASERV_INC,LUCID*EXA_PHASE_O,EXA LUCID PHASE 0,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,-9676.82,2025-11-01,Actual
TIG*MANSANTE,MANSANTE*SUPPORT,TIG Mansante Consulting services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,10080.0,2025-11-01,Actual
TIG*MBO_PARTNERS,MBO_PARTNERS*SUPPORT,TIG MBO partners Consulting services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,16000.0,2025-11-01,Actual
WT_PROJECTS*EXASERV_INC,MEDIA_OCEAN_ADP,MEDIA_OCEAN_ADP,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,72.4,2025-11-01,Actual
TIG*METALLUS,METALLUS*SUPPORT,TIG METALLUS SUPPORT,TIG,F079,Terra Information Group,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,3200.0,2025-11-01,Actual
TIG*MICROEXCEL,MICROEXCEL*SUPPORT,TIG Microexcel Consulting services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,3970.0,2025-11-01,Actual
TIG*WORKS,MSC*EXA_SUPPORT,TIG EXASERV MSC,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Intercos North America,0,0,,0,USD,Backlog,,16100.0,2025-11-01,Actual
MSC*EXASERV_INC,MSC*STAFF_AUGMENTATION,EXASERV MSC STAFF AUGMENTATION,SAP/SF US,F055,HRPATH USA,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,20300.0,2025-11-01,Actual
MSC*EXASERV_INC,MSC*SUPPORT,MSC100 - MSC Direct Support,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,17768.0,2025-11-01,Actual
TIG*MSFW,MSFW*SUPPORT,TIG MSFW,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,10080.0,2025-11-01,Actual
NEMETSCHEK*EXASERV,NEMETSCHEK*AMS,EXASERV NEMETSCHEK,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,825.0,2025-11-01,Actual
